ring_logn,n,c,per_poly_t,total_w,raw_points,conservative_bits,worst_prime,worst_degree,worst_model,meets_target,point_dpf_setup_slots,point_dpf_bootstrap_ok,point_dpf_net_slots,point_dpf_net_fraction,encoder_indep_setup_slots_placeholder,encoder_indep_bootstrap_ok
18,262144,4,34,136,18496,257.023259,4611686018326724609,64,exact,yes,55488,yes,206656,78.833,48,yes
18,262144,4,36,144,20736,259.053777,4611686018326724609,64,exact,yes,62208,yes,199936,76.270,48,yes
18,262144,4,38,152,23104,260.122441,4611686018326724609,64,exact,yes,69312,yes,192832,73.560,48,yes
18,262144,4,40,160,25600,260.627933,4611686018326724609,64,exact,yes,76800,yes,185344,70.703,48,yes
18,262144,4,44,176,30976,259.762700,4611686018326724609,64,exact,yes,92928,yes,169216,64.551,48,yes
18,262144,4,48,192,36864,256.604946,4611686018326724609,64,exact,yes,110592,yes,151552,57.812,48,yes
18,262144,4,56,224,50176,242.407456,4611686018326724609,64,exact,yes,150528,yes,111616,42.578,48,yes
