key_source,stock_key_items,truncation_items,remask_edges,raw_key_bytes_per_party,record_bytes_per_party,p0_record_digest,p1_record_digest,total_us,status
stock_trusted_dealer_test_only,19,21,20,1084582352,1135990128,6ce556c7e022067488a40576968feb86d1e01293bc008aeeda05cd72e732d9ab,7a34e1422b5f0545274a02a2f90a4be7a5c3d8c3be84a29162ae9605200c225e,8994135,pass
