device,n,logn,requested_qbits,actual_qbits,batch_size,iters,validation,ntt_mean_us,ntt_std_us,intt_mean_us,intt_std_us,poly_mul_mean_us,poly_mul_std_us,correct
cuda_legacy,8192,13,32,30,64,400,pass,44.2996,0.866669,48.5885,1.31321,137.286,2.3513,1
cuda_legacy,16384,14,32,30,64,400,pass,72.1622,0.60926,76.8823,0.529496,223.449,1.75797,1
cuda_legacy,32768,15,32,30,64,400,pass,140.741,0.56203,149.373,0.646855,435.097,1.19375,1
cuda_legacy,65536,16,32,30,16,200,pass,81.2938,0.470808,85.9907,0.424462,250.858,0.800754,1
cuda_legacy,131072,17,32,30,16,200,pass,155.098,1.5935,163.815,1.76429,477.836,4.48228,1
cuda_legacy,262144,18,32,30,8,80,pass,160.976,2.35291,169.532,2.51904,495.323,6.66375,1
cuda_legacy,524288,19,32,30,4,30,pass,174.178,0.428126,182.994,0.474756,537.118,0.570939,1
cuda_legacy,1048576,20,32,30,2,10,pass,181.648,0.438356,190.138,0.541321,564.374,0.694643,1
