device,n,qbits,iters,ntt_mean_us,ntt_std_us,intt_mean_us,intt_std_us,poly_mul_mean_us,poly_mul_std_us,correct
cuda,4096,30,10000,20.9757,0.627814,22.4624,0.551209,63.2435,0.664106,1
