qbits,bw,n,h,w,ci,fh,fw,co,padding,stride,oh,ow,ring_batches,final_payload_bytes_per_party,matched_dealer_keygen_us,checker_two_share_online_us,matched_dealer_keygen_contract,key_order,unchanged_online_contract,status,checker_us,peak_host_rss_bytes,peak_gpu_bytes,min_gpu_free_bytes,invocation_id,ledger_digest
64,16,1,4,4,1,3,3,2,1,1,4,4,1,528,24517,7247.11,pass,pass,pass,pass,291699,127602688,31929597952,1896939520,c8ee615b9c312123ca2f71b7b20eb398,6743349be74774c642f19e094fcc6b002e969cda97ca55581cc9f692ceb6d655
