key_source,stock_key_items,truncation_items,remask_edges,raw_key_bytes_per_party,record_bytes_per_party,p0_record_digest,p1_record_digest,total_us,status
stock_trusted_dealer_test_only,19,21,20,1084582352,1135990128,2839576edc4ea20e69e0dc05f6d2d70ab13ea5145668c482ec2ca72a257085c4,1e414c68ff4a027e8662da66e4eb71bb8e31843595af5aab409793c5d1869101,9356072,pass
