device,n,logn,requested_qbits,actual_qbits,batch_size,iters,validation,ntt_mean_us,ntt_std_us,intt_mean_us,intt_std_us,poly_mul_mean_us,poly_mul_std_us,correct
cuda,8192,13,32,30,64,400,pass,27.6598,0.572915,27.0942,0.60509,83.0092,0.678171,1
cuda,16384,14,32,30,64,400,pass,51.6564,0.631158,50.565,0.549969,156.632,0.876584,1
cuda,32768,15,32,30,64,400,pass,95.1696,0.690487,96.113,0.499486,295.231,1.21206,1
cuda,65536,16,32,30,16,200,pass,14.4347,0.686195,13.6778,0.515602,39.4782,0.732662,1
cuda,131072,17,32,30,16,200,pass,96.8434,0.583488,98.5117,0.503183,292.068,0.648032,1
cuda,262144,18,32,30,8,80,pass,106.903,2.92943,107.91,2.6558,321.58,8.32835,1
cuda,524288,19,32,30,4,30,pass,105.142,0.71292,104.927,0.488213,315.105,1.29823,1
cuda,1048576,20,32,30,2,10,pass,109.475,0.477744,109.21,0.76824,327.034,1.46592,1
