device,input_mode,n,logn,requested_qbits,actual_qbits,m,c,noise_weight,iters,validation,x_mean_us,x_std_us,y_mean_us,y_std_us,z_mean_us,z_std_us,expand_mean_us,expand_std_us,correct
cuda_ringlpn_vole,synthetic_mpvole,8192,13,32,30,32,2,64,200,pass,59.087,0.499989,59.0758,0.531263,59.0789,0.496978,191.485,0.719473,1
cuda_ringlpn_vole,synthetic_mpvole,16384,14,32,30,32,2,64,200,pass,112.068,0.71363,112.147,0.757725,112.082,0.726376,350.944,1.36683,1
cuda_ringlpn_vole,synthetic_mpvole,32768,15,32,30,32,2,64,200,pass,222.655,0.871021,222.491,0.815898,221.462,1.00724,681.873,1.45062,1
cuda_ringlpn_vole,synthetic_mpvole,65536,16,32,30,32,2,64,100,pass,203.034,1.6569,202.637,1.60127,203.44,1.49747,626.172,11.1915,1
cuda_ringlpn_vole,synthetic_mpvole,131072,17,32,30,32,2,64,100,pass,985.359,2.86139,983.248,2.63787,982.725,2.67157,2966.81,5.80989,1
cuda_ringlpn_vole,synthetic_mpvole,262144,18,32,30,32,2,64,40,pass,2768.37,38.339,2749.86,39.4781,2750.62,37.4313,8286.62,112.582,1
cuda_ringlpn_vole,synthetic_mpvole,524288,19,32,30,32,2,64,20,pass,5335.77,73.4624,5330.62,68.832,5333.98,67.3772,16016.1,208.234,1
cuda_ringlpn_vole,synthetic_mpvole,1048576,20,32,30,32,2,64,10,pass,10717.7,135.185,10705.5,127.025,10705.2,130.957,32144.7,387.384,1
