case,qbits,bw,rows,inner,cols,noise,ring_batches,ring_application_slots,ring_bootstrap_slots,p0_ring_oles,p1_ring_oles,p0_dpf_trees,p1_dpf_trees,p0_dpf_scalar_oles,p1_dpf_scalar_oles,p0_dpf_epoch_zero_scalar_oles,p1_dpf_epoch_zero_scalar_oles,p0_dpf_pcg_scalar_oles,p1_dpf_pcg_scalar_oles,p0_dpf_pcg_oles_reserved,p1_dpf_pcg_oles_reserved,p0_dpf_pcg_oles_discarded,p1_dpf_pcg_oles_discarded,p0_dpf_pcg_opening_words_sent,p1_dpf_pcg_opening_words_sent,p0_public_a_seed_words,p1_public_a_seed_words,p0_protocol_bytes,p1_protocol_bytes,p0_total_us,p1_total_us,final_payload_bytes_per_party,matched_dealer_keygen_us,checker_two_share_online_us,matched_dealer_keygen_contract,key_order,unchanged_online,status,p0_protocol_dependency_rounds,p1_protocol_dependency_rounds,p0_preflight_us,p1_preflight_us,p0_ot_setup_us,p1_ot_setup_us,p0_dpf_phase_a_us,p1_dpf_phase_a_us,p0_dpf_phase_b_us,p1_dpf_phase_b_us,p0_dpf_phase_c_us,p1_dpf_phase_c_us,p0_spfss_grouping_us,p1_spfss_grouping_us,p0_public_polynomial_exchange_us,p1_public_polynomial_exchange_us,p0_gpu_ringlpn_expansion_us,p1_gpu_ringlpn_expansion_us,p0_derandomization_openings_us,p1_derandomization_openings_us,p0_conversion_us,p1_conversion_us,p0_serialization_us,p1_serialization_us,p0_commit_us,p1_commit_us,p0_peak_host_rss_bytes,p1_peak_host_rss_bytes,p0_peak_gpu_bytes,p1_peak_gpu_bytes,p0_min_gpu_free_bytes,p1_min_gpu_free_bytes,p0_transport_straight_bytes_sent,p1_transport_straight_bytes_sent,p0_transport_straight_bytes_received,p1_transport_straight_bytes_received,p0_transport_reversed_bytes_sent,p1_transport_reversed_bytes_sent,p0_transport_reversed_bytes_received,p1_transport_reversed_bytes_received,p0_base_ots,p1_base_ots,p0_base_ot_setup_bytes_sent,p1_base_ot_setup_bytes_sent,p0_base_ot_setup_bytes_received,p1_base_ot_setup_bytes_received,p0_transport_bytes_include_base_ot,p1_transport_bytes_include_base_ot,p0_base_ot_setup_dependency_rounds,p1_base_ot_setup_dependency_rounds,checker_us,checker_peak_host_rss_bytes,checker_peak_gpu_bytes,checker_min_gpu_free_bytes,invocation_id,ledger_digest,p0_ot_backend,p1_ot_backend,p0_ot_backend_revision,p1_ot_backend_revision,p0_ot_correlation_straight_bytes_sent,p1_ot_correlation_straight_bytes_sent,p0_ot_correlation_straight_bytes_received,p1_ot_correlation_straight_bytes_received,p0_ot_correlation_reversed_bytes_sent,p1_ot_correlation_reversed_bytes_sent,p0_ot_correlation_reversed_bytes_received,p1_ot_correlation_reversed_bytes_received,p0_ot_adjustment_bytes_sent,p1_ot_adjustment_bytes_sent,p0_ot_adjustment_bytes_received,p1_ot_adjustment_bytes_received,p0_ot_ciphertext_bytes_sent,p1_ot_ciphertext_bytes_sent,p0_ot_ciphertext_bytes_received,p1_ot_ciphertext_bytes_received,p0_ot_inventory_straight_declared,p1_ot_inventory_straight_declared,p0_ot_inventory_straight_consumed,p1_ot_inventory_straight_consumed,p0_ot_inventory_reversed_declared,p1_ot_inventory_reversed_declared,p0_ot_inventory_reversed_consumed,p1_ot_inventory_reversed_consumed,p0_ot_backend_review_status,p1_ot_backend_review_status,p0_ring_application_slots_discarded,p1_ring_application_slots_discarded,p0_channel_auth_straight_bytes_sent,p1_channel_auth_straight_bytes_sent,p0_channel_auth_straight_bytes_received,p1_channel_auth_straight_bytes_received,p0_channel_auth_reversed_bytes_sent,p1_channel_auth_reversed_bytes_sent,p0_channel_auth_reversed_bytes_received,p1_channel_auth_reversed_bytes_received,p0_ot_backend_bridge_sha256,p1_ot_backend_bridge_sha256,p0_dpf_breadth_evaluator_calls,p1_dpf_breadth_evaluator_calls,p0_dpf_root_to_leaf_evaluator_calls,p1_dpf_root_to_leaf_evaluator_calls
q64_regular_small,64,16,2,2,2,regular,1,7424,768,2,2,512,512,1536,1536,768,768,768,768,1536,1536,768,768,768,768,4,4,1225312,1265504,396948,396948,96,14116.3,96.024,pass,pass,pass,pass,213,213,45.377,370.407,29323.3,29328.1,1716.13,1716.69,19603.9,19603.3,4363.29,4361.48,13.192,12.549,948.61,483.091,9208.31,9024.84,59.157,59.641,4006.76,4004.84,560.964,513.882,147.574,216.226,123486208,123142144,431095808,431095808,33395441664,33395441664,1054081,1097034,1097034,1054081,193221,190460,190460,193221,256,256,21829,21829,21829,21829,yes,yes,NA,NA,177736,128708608,433192960,33393344512,cbc20825867e2716f698ed783a836246,d2771c44f91ab730cf6057be1a67198a5ad2bc72b65fdd8ee7608f5e6b763702,sci-iknp,sci-iknp,SCI-IKNP-IN-TREE,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,existing-default,14832,14832,416,128,480,128,128,128,128,128,NA,NA,8,8,0,0
q64_uniform_small,64,16,2,2,2,uniform,1,7424,768,2,2,512,512,1536,1536,768,768,768,768,1536,1536,768,768,768,768,4,4,1353184,1393376,391607,391624,96,15328,99.28,pass,pass,pass,pass,231,231,32.933,26.052,24220,24203.4,2787.05,2776.47,26678.1,26686.2,4069.44,4062.55,9.229,8.031,653.627,459.258,17427.9,16055.3,39.475,46.333,4022.29,4018.97,306.914,311.526,102.499,98.942,124608512,123490304,565313536,565313536,33261223936,33261223936,1132801,1175370,1175370,1132801,242373,239996,239996,242373,256,256,21829,21829,21829,21829,yes,yes,NA,NA,175387,128241664,433192960,33393344512,5d0efbd79b31055aece8910b497fd8d8,80a921cec505050c287de2ca27bfc794032e41e8c66593d0064c96951f871e4c,sci-iknp,sci-iknp,SCI-IKNP-IN-TREE,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,existing-default,14832,14832,128,128,128,128,128,128,128,128,NA,NA,8,8,0,0
q128_regular_small,128,32,2,2,2,regular,1,7424,768,4,4,1024,1024,3072,3072,1536,1536,1536,1536,3072,3072,1536,1536,1536,1536,4,4,2450208,2526752,421707,421253,96,15361.5,209.772,pass,pass,pass,pass,415,415,30.6,137.453,20349.7,20803.8,3357.52,3358.72,32830.2,32791.5,8813.37,8850.2,32.255,23.947,889.213,1282.59,17523.9,17284.9,91.831,95.802,7256.78,7258.45,390.841,381.725,115.51,114.527,124358656,123686912,431095808,431095808,33395441664,33395441664,2098753,2176654,2176654,2098753,373445,372088,372088,373445,256,256,21829,21829,21829,21829,yes,yes,NA,NA,176069,128335872,433192960,33393344512,3f51acd2d91719320388d3c570739091,df07053529d86aafe2610080e11e86af6d752e0a5190c922db4fa1e8ab45055b,sci-iknp,sci-iknp,SCI-IKNP-IN-TREE,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,existing-default,29664,29664,128,128,128,128,128,128,128,128,NA,NA,16,16,0,0
q128_uniform_small,128,32,2,2,2,uniform,1,7424,768,4,4,1024,1024,3072,3072,1536,1536,1536,1536,3072,3072,1536,1536,1536,1536,4,4,2705952,2782496,416257,416267,96,14512,98.985,pass,pass,pass,pass,451,451,69.604,62.871,20613.9,20600.5,3984.46,3991.31,42625.8,42621.1,8327.07,8325.22,16.766,19.543,825.376,3117.09,32217.5,32183,99.245,106.323,8557.51,8556.44,460.761,477.642,178.268,172.032,124715008,122753024,565313536,565313536,33261223936,33261223936,2256193,2333326,2333326,2256193,471749,471160,471160,471749,256,256,21829,21829,21829,21829,yes,yes,NA,NA,153094,128344064,433192960,33393344512,9ed9649a0c0935a746e3c585fc17ba77,2001535f3d04bf66829cb836407ec034722a5574edba16d9565057b889c507ca,sci-iknp,sci-iknp,SCI-IKNP-IN-TREE,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,existing-default,29664,29664,128,128,128,128,128,128,128,128,NA,NA,16,16,0,0
q64_regular_multibatch,64,16,8,65,16,regular,2,7424,768,4,4,1024,1024,3072,3072,768,768,2304,2304,3072,3072,768,768,2304,2304,4,4,2355460,2268676,348434,348427,13504,15370.8,230.336,pass,pass,pass,pass,291,291,26.551,254.447,19689.6,19696.7,4406.15,4394.36,32811.1,32809.4,4563.18,4564.03,23.939,25.693,1125.52,820.534,17515.3,19240.5,1129.38,724.091,6306.53,6308.75,428.532,400.372,119.736,160.473,124993536,123752448,431095808,431095808,33395441664,33395441664,1766437,1914858,1914858,1766437,611013,375808,375808,611013,256,256,21829,21829,21829,21829,yes,yes,NA,NA,154414,128806912,433192960,33393344512,772770bc2fb4115d86e0777487330d70,08ebeb397a4bf7fb92bcc4eb18e6fc84fa856db12eaa150eb101d1e8ac8967c6,sci-iknp,sci-iknp,SCI-IKNP-IN-TREE,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,existing-default,13056,13056,128,128,128,128,128,128,128,128,NA,NA,16,16,0,0
