schema_version,source_schema_version,publication_date,manifest_sha256,workload_manifest_sha256,raw_trials_sha256,binary_sha256,environment_sha256,result_schema_sha256,model,model_order,trial,sample_role,workload,expected_executable_layers,retained_layer_rows,failed_layer_rows,unsupported_convolution_layers,unsupported_truncation_layers,p0_ring_oles_total,p1_ring_oles_total,p0_dpf_trees_total,p1_dpf_trees_total,p0_public_a_seed_words_total,p1_public_a_seed_words_total,p0_protocol_bytes_total,p1_protocol_bytes_total,p0_record_bytes_total,p1_record_bytes_total,final_payload_bytes_per_party_total,p0_total_us_total,p1_total_us_total,matched_dealer_keygen_us_total,checker_two_share_online_us_total,stock_gpuKeygenMatmul_two_party_sequential_us_total,unchanged_gpuMatmulBeaver_two_share_sequential_us_total,p0_protocol_dependency_rounds_total,p1_protocol_dependency_rounds_total,p0_preflight_us_total,p1_preflight_us_total,p0_ot_setup_us_total,p1_ot_setup_us_total,p0_dpf_phase_a_us_total,p1_dpf_phase_a_us_total,p0_dpf_phase_b_us_total,p1_dpf_phase_b_us_total,p0_dpf_phase_c_us_total,p1_dpf_phase_c_us_total,p0_spfss_grouping_us_total,p1_spfss_grouping_us_total,p0_public_polynomial_exchange_us_total,p1_public_polynomial_exchange_us_total,p0_gpu_ringlpn_expansion_us_total,p1_gpu_ringlpn_expansion_us_total,p0_derandomization_openings_us_total,p1_derandomization_openings_us_total,p0_conversion_us_total,p1_conversion_us_total,p0_serialization_us_total,p1_serialization_us_total,p0_commit_us_total,p1_commit_us_total,p0_transport_straight_bytes_sent_total,p1_transport_straight_bytes_sent_total,p0_transport_straight_bytes_received_total,p1_transport_straight_bytes_received_total,p0_transport_reversed_bytes_sent_total,p1_transport_reversed_bytes_sent_total,p0_transport_reversed_bytes_received_total,p1_transport_reversed_bytes_received_total,p0_base_ots_total,p1_base_ots_total,p0_base_ot_setup_bytes_sent_total,p1_base_ot_setup_bytes_sent_total,p0_base_ot_setup_bytes_received_total,p1_base_ot_setup_bytes_received_total,p0_peak_host_rss_bytes_max,p1_peak_host_rss_bytes_max,p0_peak_gpu_bytes_max,p1_peak_gpu_bytes_max,p0_min_gpu_free_bytes_min,p1_min_gpu_free_bytes_min,p0_transport_bytes_include_base_ot,p1_transport_bytes_include_base_ot,p0_base_ot_setup_dependency_rounds,p1_base_ot_setup_dependency_rounds,checker_us_total,checker_peak_host_rss_bytes_max,checker_peak_gpu_bytes_max,checker_min_gpu_free_bytes_min,critical_path_protocol_dependency_rounds_total,critical_path_preflight_us_total,critical_path_ot_setup_us_total,critical_path_dpf_phase_a_us_total,critical_path_dpf_phase_b_us_total,critical_path_dpf_phase_c_us_total,critical_path_spfss_grouping_us_total,critical_path_public_polynomial_exchange_us_total,critical_path_gpu_ringlpn_expansion_us_total,critical_path_derandomization_openings_us_total,critical_path_conversion_us_total,critical_path_serialization_us_total,critical_path_commit_us_total,critical_path_preprocess_us_total,critical_path_setup_included_us_total,execution_status,full_model_status,workload_status,status
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN2,1,10,measured,all-fc,2,2,0,2,4,1840,1840,471040,471040,8,8,665112560,637640176,690400,690400,689984,26855920,26855820,30576.0,985.051,30576.0,985.051,72278,72278,60.233,188.543,51349,51362.7,1747066.4,1747006.5,14066239,14069137,243747,240803.8,14073.537,14623.563,322869.2,324870.4,8093714,8122600,599689.5,512674.7,529390.1,529386.5,2625.65,2628.477,308.581,305.733,451810866,469827212,469827212,451810866,213345674,167856944,167856944,213345674,512,512,43658,43658,43658,43658,304795648,298196992,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,331754,134799360,433192960,33393344512,72278,192.310,51363.5,1747066.5,14069137,243747,14623.563,327502.2,8122600,599689.5,529398.5,2628.477,308.581,26855920,26907375.810,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,0,warmup,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,894544,894524,14914.1,212.912,14914.1,212.912,1663,1663,109.422,191.694,23740.4,23768.8,34072.2,34070.9,282178,282239,13908.4,13842.1,192.919,220.355,6410.11,10745.7,158646,160908,11307.9,10050.7,40160.2,40186.4,614.395,616.682,152.495,145.596,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137240576,136896512,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,159936,129077248,433192960,33393344512,1663,191.694,23768.8,34072.2,282239,13908.4,220.355,10745.7,160908,11307.9,40186.4,616.682,152.495,894544,918484.494,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,1,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,887278,887175,14943.1,212.962,14943.1,212.962,1663,1663,38.977,230.163,20629.1,20739.8,35348.9,35342,294520,294503,11950.9,11969.4,223.559,215.669,9408.28,6162.73,158764,157476,11149,9376.3,38080.1,38110.6,722.028,726.997,162.176,157.574,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137506816,136654848,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,164168,128872448,433192960,33393344512,1663,230.163,20739.8,35348.9,294520,11969.4,223.559,9408.28,158764,11149,38110.6,726.997,162.176,887278,908144.963,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,2,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,889706,889733,14515.6,213.323,14515.6,213.323,1663,1663,38.673,18.319,21812.2,21782.5,36334.7,36328.9,284649,284572,13649.8,13716.1,242.063,220.86,6480.04,6738.08,159985,161307,11513.9,10191,41562.9,41587.8,719.262,720.065,122.279,116.401,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,136519680,137474048,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,163395,129208320,433192960,33393344512,1663,38.673,21812.2,36334.7,284649,13716.1,242.063,6738.08,161307,11513.9,41587.8,720.065,122.279,889733,911556.873,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,3,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,857459,855166,15107,217.133,15107,217.133,1663,1663,30.028,45.243,22137.1,24430.6,35284.6,35283,294110,294131,11668.9,11656.4,208.282,226.062,9263.78,6301.8,157773,158277,11021.1,9472.7,39540.3,39688.8,751.603,945.218,435.579,165.684,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137367552,137240576,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,163905,129003520,433192960,33393344512,1663,45.243,24430.6,35284.6,294131,11668.9,226.062,9263.78,158277,11021.1,39688.8,945.218,435.579,857459,879641.843,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,4,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,902453,902453,14582.1,211.667,14582.1,211.667,1663,1663,26.802,14.851,22715.4,22716.5,35038.7,35042.9,276825,276812,12150.7,12162.8,211.419,227.319,9133.7,6213.49,157581,158940,11027.6,9400.87,37205.1,37229.6,578.131,583.686,159.502,149.796,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137306112,137502720,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,163483,129179648,433192960,33393344512,1663,26.802,22716.5,35042.9,276825,12162.8,227.319,9133.7,158940,11027.6,37229.6,583.686,159.502,902453,925195.202,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,5,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,860060,860066,14982.8,215.322,14982.8,215.322,1663,1663,36.71,45.865,19993.1,19994.4,35735.6,35727.2,288620,288676,12209.3,12155.4,217.476,213.544,6539.62,6281.03,159121,160179,11150.4,9548.28,37287.4,37318.3,561.454,560.365,157.701,153.308,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137277440,137580544,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,159882,128880640,433192960,33393344512,1663,45.865,19994.4,35735.6,288676,12209.3,217.476,6539.62,160179,11150.4,37318.3,561.454,157.701,860066,880106.265,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,6,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,912662,910085,14694.6,214.87,14694.6,214.87,1663,1663,46.545,294.731,21455.9,24037.4,34305,34310.3,281445,281527,13837.2,13742.1,229.387,227.923,6624.61,6216.45,158647,157633,11016.4,9446.16,38468.3,38496.5,485.812,491.36,110.263,101.735,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137662464,137248768,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,158100,129191936,433192960,33393344512,1663,294.731,24037.4,34310.3,281527,13837.2,229.387,6624.61,158647,11016.4,38496.5,491.36,110.263,912662,934417.131,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,7,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,875352,875345,15226.1,216.106,15226.1,216.106,1663,1663,53.65,18.54,19450.4,19459.5,37691.1,37695.5,288460,288524,12061.4,11998.1,229.23,229.261,6897.34,7292.63,158713,157898,11457.5,9916.45,38951.2,38980.7,429.525,458.623,434.027,397.667,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137342976,136888320,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,162767,129171456,433192960,33393344512,1663,53.65,19459.5,37695.5,288524,12061.4,229.261,7292.63,158713,11457.5,38980.7,458.623,434.027,875352,894856.05,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,8,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,879508,879505,14573.7,212.302,14573.7,212.302,1663,1663,41.169,54.501,22110.8,22115.1,33639.4,33654.6,279972,279962,12750.3,12760.2,232.062,215.554,9572.8,6148.43,158245,158761,11196.5,9360.65,38566.1,38590.7,624.079,627.241,119.563,114.642,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137564160,137277440,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,161925,129110016,433192960,33393344512,1663,54.501,22115.1,33654.6,279972,12760.2,232.062,9572.8,158761,11196.5,38590.7,627.241,119.563,879508,901674.601,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,9,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,866088,866083,15256.2,213.57,15256.2,213.57,1663,1663,42.326,34.745,19320.6,19327.9,35811.9,35823,283901,283888,13485,13477.9,200.19,200.464,6231.03,7264.58,158830,158104,11149.3,9891.48,41813,41839.9,491.982,497.07,108.639,100.656,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,136990720,136790016,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,164457,128831488,433192960,33393344512,1663,42.326,19327.9,35823,283901,13485,200.464,7264.58,158830,11149.3,41839.9,497.07,108.639,866088,885450.926,pass,FAIL_UNSUPPORTED,pass,pass
ringlpn.two-party-fc-model-scale.aggregate.v3,ringlpn.two-party-fc-model-scale.v6,2026-08-10,6bd5e24f5e18eb744458d4aaf86d42a823857bc134ac1d4be25c95d49cf3c984,718570af4bf7afa523d029dfddcf0f3dae9e554c9c6e26b744999df193956f72,799f39ad2cc347a7a59a3efbe14d6ff3eaaf9dc843219414dc36d3e0a75793a1,bf4e4f9052b7575dcb6bb506d73d9786f2906881a8a74425242aca11489a18dd,fc8699fb14c3db9ecafb50e7207fea9a3057d21217b38be972c6cf48ff28a3c9,fb519e51c5e427da315ba5660588f239fd9381a3a6ce299464a50a042d7b9e43,CNN3,5,10,measured,all-fc,1,1,0,3,4,36,36,9216,9216,4,4,20635292,18797212,64528,64528,64320,899351,899324,15333.4,225.53,15333.4,225.53,1663,1663,25.176,14.425,18523.9,18537.8,35387.5,35380.3,295586,295463,12019.3,12140.3,211.946,220.255,9387.63,6144.9,162062,157675,11015.7,9334.53,41104.5,41135.2,509.275,470.628,261.38,285.98,13353405,15481298,15481298,13353405,7303877,3337904,3337904,7303877,256,256,21829,21829,21829,21829,137064448,137662464,431095808,431095808,33395441664,33395441664,yes,yes,NA,NA,159059,129351680,433192960,33393344512,1663,25.176,18537.8,35387.5,295586,12140.3,220.255,9387.63,162062,11015.7,41135.2,509.275,285.98,899351,917900.076,pass,FAIL_UNSUPPORTED,pass,pass
