device,input_mode,n,logn,requested_qbits,actual_qbits,m,c,noise_weight,iters,validation,x_mean_us,x_std_us,y_mean_us,y_std_us,z_mean_us,z_std_us,expand_mean_us,expand_std_us,correct
cuda_ringlpn_vole,synthetic_mpvole,8192,13,64,62,32,2,64,200,pass,178.396,0.734133,178.413,0.842129,178.432,0.744177,549.802,1.66773,1
cuda_ringlpn_vole,synthetic_mpvole,16384,14,64,62,32,2,64,200,pass,228.715,1.85868,229.491,1.83879,229.23,1.84756,702.911,4.98928,1
cuda_ringlpn_vole,synthetic_mpvole,32768,15,64,62,32,2,64,200,pass,384.284,4.47447,383.792,3.81598,384.338,4.63248,1169.51,12.9696,1
cuda_ringlpn_vole,synthetic_mpvole,65536,16,64,62,32,2,64,100,pass,574.454,6.0469,572.316,6.01598,572.054,5.26834,1735.66,21.1594,1
cuda_ringlpn_vole,synthetic_mpvole,131072,17,64,62,32,2,64,100,pass,2020.03,3.94293,2010.17,5.8259,2000.34,4.26379,6047.39,8.7582,1
cuda_ringlpn_vole,synthetic_mpvole,262144,18,64,62,32,2,64,40,pass,4187.24,11.3045,4196.77,6.98361,4204.29,12.135,12604.9,29.1458,1
cuda_ringlpn_vole,synthetic_mpvole,524288,19,64,62,32,2,64,20,pass,8413.86,51.5591,8433.12,8.16282,8431.39,11.0025,25295.4,55.0655,1
cuda_ringlpn_vole,synthetic_mpvole,1048576,20,64,62,32,2,64,10,pass,16934,37.0563,17001.5,17.3371,16999.3,18.464,50952.7,53.8962,1
