qbits,bw,n,h,w,ci,fh,fw,co,padding,stride,oh,ow,ring_batches,final_payload_bytes_per_party,matched_dealer_keygen_us,checker_two_share_online_us,matched_dealer_keygen_contract,key_order,unchanged_online_contract,status,checker_us,peak_host_rss_bytes,peak_gpu_bytes,min_gpu_free_bytes,invocation_id,ledger_digest
128,32,1,224,224,3,7,7,64,3,2,112,112,445,7702016,16328.5,4324.73,pass,pass,pass,pass,5.27803e+06,1000640512,20963590144,12862947328,97710a83a6969c8a8b917f6aa04125fa,4979fea2931d975ad37ccfaa87585e5161af7f457c1723c6e0f7c41b420abb3d
