party,qbits,bw,n,h,w,ci,fh,fw,co,padding,stride,oh,ow,ole_n,ole_c,ole_t,noise,ring_batches,ring_application_slots,ring_bootstrap_slots,ring_ole_instances,slots_used,dpf_trees,dpf_string_ots,dpf_bit_triples,dpf_scalar_oles,dpf_epoch_zero_scalar_oles,dpf_pcg_scalar_oles,dpf_pcg_oles_reserved,dpf_pcg_oles_discarded,dpf_pcg_opening_words_sent,dpf_logical_opened_bits,dpf_meaningful_share_bits,spfss_key_bytes,public_a_seed_words_sent,derandomization_words_sent,conversions,conversion_logical_opened_bits,conversion_meaningful_share_bits,protocol_bytes_sent,protocol_direction_switches,total_us,status,protocol_dependency_rounds,preflight_us,ot_setup_us,dpf_phase_a_us,dpf_phase_b_us,dpf_phase_c_us,spfss_grouping_us,public_polynomial_exchange_us,gpu_ringlpn_expansion_us,derandomization_openings_us,conversion_us,serialization_us,commit_us,peak_host_rss_bytes,peak_gpu_bytes,min_gpu_free_bytes,transport_straight_bytes_sent,transport_straight_bytes_received,transport_reversed_bytes_sent,transport_reversed_bytes_received,base_ots,base_ot_setup_bytes_sent,base_ot_setup_bytes_received,transport_bytes_include_base_ot,base_ot_setup_dependency_rounds,invocation_id,ledger_digest,ot_backend,ot_backend_revision,ot_correlation_straight_bytes_sent,ot_correlation_straight_bytes_received,ot_correlation_reversed_bytes_sent,ot_correlation_reversed_bytes_received,ot_adjustment_bytes_sent,ot_adjustment_bytes_received,ot_ciphertext_bytes_sent,ot_ciphertext_bytes_received,ot_inventory_straight_declared,ot_inventory_straight_consumed,ot_inventory_reversed_declared,ot_inventory_reversed_consumed,ot_backend_review_status,ring_application_slots_discarded
0,128,32,1,224,224,3,7,7,64,3,2,112,112,262144,2,8,regular,445,261376,768,1780,464858112,455680,14581760,6835200,1367040,1536,1365504,1367040,1536,1365504,1159059456,2148796416,144735360,4,464858112,802816,499351552,998703104,11018798352,202407,3.84816e+08,pass,99427,50.863,21088.8,2.75157e+06,3.46538e+07,1.15541e+06,19088.7,8.79784e+06,2.487e+08,2.74407e+07,4.29384e+07,16842.3,116.595,1143820288,32158056448,1668481024,7607216209,NA,3411604165,NA,256,21829,NA,yes,NA,97710a83a6969c8a8b917f6aa04125fa,4979fea2931d975ad37ccfaa87585e5161af7f457c1723c6e0f7c41b420abb3d,sci-iknp,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,391168
