party,qbits,bw,n,h,w,ci,fh,fw,co,padding,stride,oh,ow,ole_n,ole_c,ole_t,noise,ring_batches,ring_application_slots,ring_bootstrap_slots,ring_ole_instances,slots_used,dpf_trees,dpf_string_ots,dpf_bit_triples,dpf_scalar_oles,dpf_epoch_zero_scalar_oles,dpf_pcg_scalar_oles,dpf_pcg_oles_reserved,dpf_pcg_oles_discarded,dpf_pcg_opening_words_sent,dpf_logical_opened_bits,dpf_meaningful_share_bits,spfss_key_bytes,public_a_seed_words_sent,derandomization_words_sent,conversions,conversion_logical_opened_bits,conversion_meaningful_share_bits,protocol_bytes_sent,protocol_direction_switches,total_us,status,protocol_dependency_rounds,preflight_us,ot_setup_us,dpf_phase_a_us,dpf_phase_b_us,dpf_phase_c_us,spfss_grouping_us,public_polynomial_exchange_us,gpu_ringlpn_expansion_us,derandomization_openings_us,conversion_us,serialization_us,commit_us,peak_host_rss_bytes,peak_gpu_bytes,min_gpu_free_bytes,transport_straight_bytes_sent,transport_straight_bytes_received,transport_reversed_bytes_sent,transport_reversed_bytes_received,base_ots,base_ot_setup_bytes_sent,base_ot_setup_bytes_received,transport_bytes_include_base_ot,base_ot_setup_dependency_rounds,invocation_id,ledger_digest,ot_backend,ot_backend_revision,ot_correlation_straight_bytes_sent,ot_correlation_straight_bytes_received,ot_correlation_reversed_bytes_sent,ot_correlation_reversed_bytes_received,ot_adjustment_bytes_sent,ot_adjustment_bytes_received,ot_ciphertext_bytes_sent,ot_ciphertext_bytes_received,ot_inventory_straight_declared,ot_inventory_straight_consumed,ot_inventory_reversed_declared,ot_inventory_reversed_consumed,ot_backend_review_status,ring_application_slots_discarded
1,128,32,1,224,224,3,7,7,64,3,2,112,112,262144,2,8,regular,445,261376,768,1780,464858112,455680,14581760,6835200,1367040,1536,1365504,1367040,1536,1365504,1159059456,2148796416,144735360,4,464858112,802816,499351552,998703104,9400401680,202407,3.58085e+08,pass,99427,386.469,23505.1,2.76262e+06,3.53131e+07,1.16158e+06,19549.3,8.91608e+06,2.19373e+08,2.42548e+07,4.19367e+07,16082.1,709.671,854548480,18488950784,15337586688,9115623318,NA,284800384,NA,256,21829,NA,yes,NA,5334df78bd4cd72beeb56f32cbf7f471,348833b02288a6430f029fcba3a2dad07b31834ccd4df327ac7bb1367697f2a8,sci-iknp,SCI-IKNP-IN-TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,existing-default,391168
