device,input_mode,n,logn,log_domain,requested_qbits,actual_qbits,noise_mode,noise_source,key_source,spfss_domain,c,t,chunk_size,iters,validation,host_validation,spfss_pair_key_bytes,spfss_keygen_us,spfss_key_load_us,ole_expand_mean_us,ole_expand_std_us,correct
cuda_ringlpn_ole,figure2_spfss_regular,8192,13,11,128,124,regular,benchmark_generated,centralized,2048,2,8,8192,1,pass,pass,233088,14620,0,18283,0,1
