device,input_mode,n,logn,log_domain,requested_qbits,actual_qbits,noise_mode,spfss_domain,rows,inner,cols,c,t,chunk_size,ring_products,ole_instances,iters,validation,spfss_pair_key_bytes,spfss_keygen_us,linear_expand_mean_us,linear_expand_std_us,shared_operands,correct,gpu_required_after_aes_bytes,gpu_static_peak_bytes
cuda_ringlpn_linear_ole,ring_beaver_two_ole_uniform,8192,13,14,64,62,uniform,16384,2,2,2,2,8,8192,8,16,1,pass,2264064,9966,359345,0,1,1,2186536,2191912
