key_source,maxpool_key_bytes_per_party,relu_key_bytes_per_party,p0_record_digest,p1_record_digest,total_us,status
stock_trusted_dealer_test_only,503968064,68289576,a5edf67c5d595c9b8f9c554c26ba885b7a364757296966d05b5010d27c9fff64,57102e01f31be416fb96236d1269fbbb80f9896672b1ae981c708085d2621cbf,2458129,pass
